topology_relationship_id	topology_build_id	relationship_family_id	topology_dimension	relationship_kind	derivation_basis	relationship_scope	relationship_classification	grouping_key	grouping_value	source_table	source_assertion_id_summary	source_identity_set_id_summary	member_count	basis_component_count	input_corpus_generation_id	source_identity_expansion_status	statistical_testing_status	namespace_mediation_status	validation_status
topology_rel_248373b1c65a13609eadbe21	mark_phase4_corpus_6tep_v1_topology_build_v1	assertion_type_membership	relationship	assertion_type_membership	shared_assertion_type	metadata	metadata_level_topology	assertion_type=source_gene_relationship	source_gene_relationship	downstream_topology_input_manifest	ar_00c8309ee53ea82e7b3a6c8036dbc26d50d4c91d6c392ba279d98acced5c51d9|ar_2c4dff52c01cd28bafd38cf40d1283437093a2aabcd798ef98d5971be301562c		2	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_250fa5ea1d0e8a8ac9c09be3	mark_phase4_corpus_6tep_v1_topology_build_v1	preservation_status_membership	metadata	preservation_status_membership	shared_preservation_status	metadata	metadata_level_topology	preservation_status=preserved	preserved	assertion_record_index	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808|ar_00c8309ee53ea82e7b3a6c8036dbc26d50d4c91d6c392ba279d98acced5c51d9|ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3|ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf|ar_05b6316bc05adf9b3126193beb3dc4b41a1a0fa106db129efceda03fc7270d79|ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85|ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a|ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972|ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13|ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029|ar_2c4dff52c01cd28bafd38cf40d1283437093a2aabcd798ef98d5971be301562c|ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83|ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa|ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232|ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151|ar_4428bcf1b2766bcaaab80dc8230999e70300d5b16e3002c1b2415d932cbb3349|ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68|ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb|ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238|ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1|ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1|ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7|ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665|ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2|ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388|ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03|ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f|ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349|ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f|ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723|ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b|ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b|ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89|ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198|ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3|ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf|ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d|ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f|ar_c63b14c4b7575036440ac7af8e08fc22388c9e4290cbbcf2b8dcccb1f9452de8|ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353|ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19|ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc|ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98|ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3|ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9|ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a|ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2|ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc|ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573|ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8|ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b|ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7		52	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_25f657b791e18587fc64305a	mark_phase4_corpus_6tep_v1_topology_build_v1	assertion_type_membership	relationship	assertion_type_membership	shared_assertion_type	metadata	metadata_level_topology	assertion_type=variant_observation	variant_observation	downstream_topology_input_manifest	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1|ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf|ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19|ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9		4	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_2723b41c9e79bcaecbf24c9c	mark_phase4_corpus_6tep_v1_topology_build_v1	source_identity_set_role_namespace_membership	participant	source_identity_set_role_namespace_membership	shared_source_identity_set_role_kind_namespace	source_identity_set	immediately_derived_topology	identity_kind=semantic_channel|participant_role=semantic_channel|source_namespace=gsc_semantic_channel	identity_kind=semantic_channel|participant_role=semantic_channel|source_namespace=gsc_semantic_channel	assertion_record_source_identity_sets	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388|ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_37236d0d4a5a7551bbb08fa0|sis_a6be0cb39e19fd7a877f5789	2	5	mark_phase4_corpus_6tep_v1	available_by_source_identity_set_reference	requires_source_identity_expansion	source_namespace_only	passed
topology_rel_27a8442cff1605c9926c5834	mark_phase4_corpus_6tep_v1_topology_build_v1	source_identity_set_role_namespace_membership	participant	source_identity_set_role_namespace_membership	shared_source_identity_set_role_kind_namespace	source_identity_set	immediately_derived_topology	identity_kind=sample|participant_role=sample|source_namespace=vap_sample_id	identity_kind=sample|participant_role=sample|source_namespace=vap_sample_id	assertion_record_source_identity_sets	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808|ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3|ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85|ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a|ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972|ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029|ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83|ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa|ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232|ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68|ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb|ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238|ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1|ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1|ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7|ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665|ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2|ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03|ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f|ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349|ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f|ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723|ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b|ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b|ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198|ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf|ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f|ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353|ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19|ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc|ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98|ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3|ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9|ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a|ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2|ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc|ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573|ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8|ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b|ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_038ba5dc7eac7d9b1c79f884|sis_06bd83a566f374627b02e254|sis_112578dc0bd1d2ac816f6605|sis_1aca2549aadf8242f5977113|sis_1c5a0ed74f953e3d862c9289|sis_1d6cba746864223a79232b34|sis_27007fd6392972f4f326f99a|sis_2ae5b4e5f148c1ad4c962800|sis_2f9ad1b0c706e9beac6cc418|sis_2f9c6cf6731ee978c5d7c1d8|sis_3715095ee357afad89732300|sis_37b98ac562448ba1da11348d|sis_3b12a656ca1c667b79bfcf20|sis_3d4e4151aa8b6f7c15383f05|sis_41a75add7eef92746e0f3a70|sis_423c1bc901dfdace8398505a|sis_474e3c446e7f5548d6997a09|sis_4a9282ad67952a4330649909|sis_545017f6a6db5847d5d3b39b|sis_5aed005586155554e6e0220a|sis_61c33eb00628f50a45367620|sis_64d363f3af5fef70dc6e767b|sis_75104323f062cc586484fc2e|sis_76775ab47a37fb3b172c9b89|sis_7916885782a4ea0cd95ef59f|sis_877501618dcdb70554025c7e|sis_8b2ba202411f7e3a6505aad6|sis_9507eae248c8719db9a5c254|sis_9f3ba26b526bb247b881da58|sis_a8ec04b31286cb333dd4fc2f|sis_b6e958beb9755d21a3d8218b|sis_c46ad070d052e85f2a294ca7|sis_e14cc4541b02076929543d80|sis_ec5475cf99ce4d4210d6cdc6|sis_f0bc305fdb65c253b81ec4f2|sis_f1bb66e50fb4ed78cd13fcc8|sis_f7c11da09d76cb0d1877ca86|sis_f95d6976cbb5faf8ae564899|sis_fe64e4865fd794f6369b94a9|sis_ff111d79193606338460a8f3	40	43	mark_phase4_corpus_6tep_v1	available_by_source_identity_set_reference	requires_source_identity_expansion	source_namespace_only	passed
topology_rel_29335385c412125478b5d13f	mark_phase4_corpus_6tep_v1_topology_build_v1	relationship_class_membership	relationship	relationship_class_membership	shared_relationship_class	metadata	metadata_level_topology	relationship_class=variant_normalization	variant_normalization	downstream_topology_input_manifest	ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a|ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68|ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665|ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349|ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b|ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f|ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc|ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7		8	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_2a345cb4a48ddb3cc2525037	mark_phase4_corpus_6tep_v1_topology_build_v1	assertion_type_membership	relationship	assertion_type_membership	shared_assertion_type	metadata	metadata_level_topology	assertion_type=aggregation_support	aggregation_support	downstream_topology_input_manifest	ar_4428bcf1b2766bcaaab80dc8230999e70300d5b16e3002c1b2415d932cbb3349|ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d		2	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_2ba1932882e8463b693dfd5e	mark_phase4_corpus_6tep_v1_topology_build_v1	relationship_class_membership	relationship	relationship_class_membership	shared_relationship_class	metadata	metadata_level_topology	relationship_class=producer_validation	producer_validation	downstream_topology_input_manifest	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb|ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3|ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573|ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b		4	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_30a8033086d4fbb8d4b35e7e	mark_phase4_corpus_6tep_v1_topology_build_v1	relationship_class_membership	relationship	relationship_class_membership	shared_relationship_class	metadata	metadata_level_topology	relationship_class=phenotype_gene_semantic_prior	phenotype_gene_semantic_prior	downstream_topology_input_manifest	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf|ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151		2	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_313aa3f0542492b08a79c7a2	mark_phase4_corpus_6tep_v1_topology_build_v1	producer_family_membership	producer	producer_family_membership	shared_producer_family	metadata	metadata_level_topology	producer_family=VAP	VAP	downstream_topology_input_manifest	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808|ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3|ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85|ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a|ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972|ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029|ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83|ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa|ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232|ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68|ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb|ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238|ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1|ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1|ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7|ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665|ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2|ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03|ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f|ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349|ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f|ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723|ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b|ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b|ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198|ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf|ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f|ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353|ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19|ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc|ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98|ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3|ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9|ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a|ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2|ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc|ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573|ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8|ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b|ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7		40	1	mark_phase4_corpus_6tep_v1	not_required	not_statistical_input	not_applicable	passed
topology_rel_3c1a89c89719aee673446a13	mark_phase4_corpus_6tep_v1_topology_build_v1	source_identity_set_role_namespace_membership	participant	source_identity_set_role_namespace_membership	shared_source_identity_set_role_kind_namespace	source_identity_set	immediately_derived_topology	identity_kind=gene|participant_role=gene|source_namespace=vap_gene_symbol	identity_kind=gene|participant_role=gene|source_namespace=vap_gene_symbol	assertion_record_source_identity_sets	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808|ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3|ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85|ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a|ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972|ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029|ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83|ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa|ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232|ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68|ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb|ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238|ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1|ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1|ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7|ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665|ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2|ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03|ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f|ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349|ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f|ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723|ar_a9eb6e533c78ede618f6615e2d585315bc156d0950bc27ae24945de8f3a34b3b|ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b|ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198|ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf|ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f|ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353|ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19|ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc|ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98|ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3|ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9|ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a|ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2|ar_f64cb4134b38291f0ac2423be52d6e3c8a7b6a56d1fce48e9a514ec08182f8bc|ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573|ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8|ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b|ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_00bf42133eb3a8423eaa4594|sis_014a81c6e1da6cd6d0ec9c74|sis_040ba8808c913097768a0080|sis_082fa77a30bd1439bda84bd7|sis_0a135df1ebe7f8260f79c3a7|sis_0d082a6f63bf26b229872025|sis_1acb8f4893beac6ac70757ad|sis_1eaa98d5905ca27352e80153|sis_2fe2a78e2ca9171bdc5802d2|sis_2ff7886495c5b9ad514e2452|sis_350dfcea43441ed53c0524d7|sis_36feab911274f9e8dea54b28|sis_41d010435acef69bfbad8f1c|sis_43bc9912546f7b9761627564|sis_4b78f9d1268d7945127a8725|sis_4ee0915dd2e97c9b8e3df380|sis_53ee947a7708dcb37004710a|sis_57f3a0a9550582c19f23d714|sis_5ab8d48fe07de67c58a60cf6|sis_711ad78b3866e29e710b9c37|sis_76530913488d10cca31c3752|sis_7a2a6423a52b361277325ee7|sis_82097a7282127e42dfbc2129|sis_8893d76075563ee5871ddcd4|sis_8b797723df0120131409a11d|sis_a46dff228dc54747e79545c3|sis_b2cf59fdc5515c9f1f0f9eb2|sis_b608c4b777334032d8de1a73|sis_be15dddd3ba4f373ec499f52|sis_be4faabfd62b9f4061fe50b7|sis_beed7b977f7086d663124f22|sis_ca1a56ecebffb0d95ffbce46|sis_cc1b0b11fcaa0d648f3ca371|sis_d4d8c1b292b1d9504f7ad2a8|sis_da107139bffb9a615b1f6410|sis_dbb724d10d73b616ffeb3f55|sis_dc0f6cc981c7f1e34768b27b|sis_f58bb6cb582fdf7949f1c0ab|sis_f5fc67128a20564478eaad98|sis_f97d9bfd666925fdc09a7c56	40	43	mark_phase4_corpus_6tep_v1	available_by_source_identity_set_reference	requires_source_identity_expansion	source_namespace_only	passed
